wals code,name,value,description,latitude,longitude,genus,family,area
lam,Lamé,3,Implosives only,9,14.5,Masa,Afro-Asiatic,Phonology
lan,Lango,1,No glottalized consonants,2.166666667,33,Nilotic,Eastern Sudanic,Phonology
lat,Latvian,1,No glottalized consonants,57,24,Baltic,Indo-European,Phonology
lav,Lavukaleve,1,No glottalized consonants,-9.083333333,159.2,Lavukaleve,Solomons East Papuan,Phonology
llm,Lelemi,1,No glottalized consonants,7.333333333,0.5,Kwa,Niger-Congo,Phonology
len,Lenakel,1,No glottalized consonants,-19.45,169.25,Oceanic,Austronesian,Phonology
lep,Lepcha,1,No glottalized consonants,27.16666667,88.5,Lepcha,Sino-Tibetan,Phonology
lez,Lezgian,2,Ejectives only,41.66666667,47.83333333,Lezgic,Nakh-Daghestanian,Phonology
lit,Lithuanian,1,No glottalized consonants,55,24,Baltic,Indo-European,Phonology
lua,Lua,3,Implosives only,9.75,17.75,Bua,Niger-Congo,Phonology
lug,Lugbara,7,Implosives and glottalized resonants,3.083333333,30.91666667,Moru-Ma'di,Central Sudanic,Phonology
lui,Luiseño,1,No glottalized consonants,33.33333333,-117.1666667,California Uto-Aztecan,Uto-Aztecan,Phonology
luo,Luo,1,No glottalized consonants,-0.5,34.75,Nilotic,Eastern Sudanic,Phonology
lus,Lushootseed,8,"Ejectives, implosives, and glottalized resonants",48,-122,Central Salish,Salishan,Phonology
kkv,Lusi,1,No glottalized consonants,-5.583333333,149.6666667,Oceanic,Austronesian,Phonology
luv,Luvale,1,No glottalized consonants,-12,22,Bantoid,Niger-Congo,Phonology
lu,Lü,1,No glottalized consonants,22,100.6666667,Kam-Tai,Tai-Kadai,Phonology
mya,Ma'ya,1,No glottalized consonants,-1.25,130.9166667,South Halmahera - West New Guinea,Austronesian,Phonology
maa,Maasai,3,Implosives only,-3,36,Nilotic,Eastern Sudanic,Phonology
mab,Maba,1,No glottalized consonants,13.75,20.83333333,Maban,Maban,Phonology
mne,Maidu (Northeast),5,Ejectives and implosives,40,-120.6666667,Maiduan,Penutian,Phonology
mak,Makah,2,Ejectives only,48.33333333,-124.6666667,Southern Wakashan,Wakashan,Phonology
mal,Malagasy,1,No glottalized consonants,-20,47,Barito,Austronesian,Phonology
mlk,Malakmalak,1,No glottalized consonants,-13.41666667,130.4166667,Northern Daly,Northern Daly,Phonology
mla,Mambila,1,No glottalized consonants,6.75,11.5,Bantoid,Niger-Congo,Phonology
mnc,Manchu,1,No glottalized consonants,49.5,127.5,Tungusic,Altaic,Phonology
mnd,Mandarin,1,No glottalized consonants,34,110,Chinese,Sino-Tibetan,Phonology
myi,Mangarrayi,1,No glottalized consonants,-14.66666667,133.5,Mangarrayi,Mangarrayi-Maran,Phonology
mgg,Mangghuer,1,No glottalized consonants,36,102,Mongolic,Altaic,Phonology
mao,Maori,1,No glottalized consonants,-40,176,Oceanic,Austronesian,Phonology
map,Mapudungun,1,No glottalized consonants,-38,-72,Araucanian,Araucanian,Phonology
mrn,Maranao,1,No glottalized consonants,7.833333333,124.25,Greater Central Philippine,Austronesian,Phonology
mku,Maranungku,1,No glottalized consonants,-13.66666667,130,Wagaydy,Western Daly,Phonology
mrg,Margi,3,Implosives only,11,13,Biu-Mandara,Afro-Asiatic,Phonology
mme,Mari (Meadow),1,No glottalized consonants,57,48,Mari,Uralic,Phonology
mar,Maricopa,1,No glottalized consonants,33.16666667,-113.1666667,Yuman,Hokan,Phonology
mrd,Marind,1,No glottalized consonants,-7.833333333,140.1666667,Marind,Anim,Phonology
mrt,Martuthunira,1,No glottalized consonants,-20.83333333,116.5,Western Pama-Nyungan,Pama-Nyungan,Phonology
mau,Maung,1,No glottalized consonants,-11.91666667,133.5,Iwaidjan,Iwaidjan,Phonology
max,Maxakalí,1,No glottalized consonants,-18,-40,Maxakalí,Macro-Ge,Phonology
may,Maybrat,1,No glottalized consonants,-1.333333333,132.5,North-Central Bird's Head,West Papuan,Phonology
maz,Mazahua,8,"Ejectives, implosives, and glottalized resonants",19.41666667,-99.91666667,Otomian,Oto-Manguean,Phonology
mzc,Mazatec (Chiquihuitlán),1,No glottalized consonants,17.75,-96.91666667,Popolocan,Oto-Manguean,Phonology
mba,Mba,3,Implosives only,1,25,Ubangi,Niger-Congo,Phonology
mbb,Mbabaram,1,No glottalized consonants,-17.16666667,145,Northern Pama-Nyungan,Pama-Nyungan,Phonology
mbm,Mbum,3,Implosives only,7.75,13.16666667,Mbumic,Niger-Congo,Phonology
mei,Meithei,1,No glottalized consonants,24.75,94,Kuki-Chin,Sino-Tibetan,Phonology
mie,Mien,1,No glottalized consonants,25,111,Hmong-Mien,Hmong-Mien,Phonology
hok,Min (Southern),1,No glottalized consonants,25,118,Chinese,Sino-Tibetan,Phonology
mss,Miwok (Southern Sierra),1,No glottalized consonants,37.5,-120,Miwok,Penutian,Phonology
mtp,Mixe (Totontepec),1,No glottalized consonants,17.25,-96,Mixe-Zoque,Mixe-Zoque,Phonology
mxc,Mixtec (Chalcatongo),1,No glottalized consonants,17.05,-97.58333333,Mixtecan,Oto-Manguean,Phonology
mxm,Mixtec (Molinos),1,No glottalized consonants,17,-97.58333333,Mixtecan,Oto-Manguean,Phonology
mog,Moghol,1,No glottalized consonants,35,62,Mongolic,Altaic,Phonology
mor,Mor,1,No glottalized consonants,-2.95,135.75,South Halmahera - West New Guinea,Austronesian,Phonology
mro,Moro,1,No glottalized consonants,11,30.16666667,Heiban,Kordofanian,Phonology
mov,Movima,3,Implosives only,-13.83333333,-65.66666667,Movima,Movima,Phonology
mui,Muinane,1,No glottalized consonants,-1,-72.5,Boran,Huitotoan,Phonology
mum,Mumuye,3,Implosives only,9,11.66666667,Mumuye-Yandang,Niger-Congo,Phonology
mun,Mundari,1,No glottalized consonants,23,84.66666667,Munda,Austro-Asiatic,Phonology
mrl,Murle,3,Implosives only,6.5,33.5,Surmic,Eastern Sudanic,Phonology
mpa,Murrinh-Patha,1,No glottalized consonants,-14.66666667,129.6666667,Murrinh-Patha,Southern Daly,Phonology
nhn,Nahuatl (North Puebla),1,No glottalized consonants,20,-98.25,Aztecan,Uto-Aztecan,Phonology
nht,Nahuatl (Tetelcingo),1,No glottalized consonants,19.66666667,-99,Aztecan,Uto-Aztecan,Phonology
kho,Nama,1,No glottalized consonants,-25.5,18,Khoe-Kwadi,Khoe-Kwadi,Phonology
nmb,Nambikuára (Southern),8,"Ejectives, implosives, and glottalized resonants",-14,-59.5,Nambikuaran,Nambikuaran,Phonology
nai,Nanai,1,No glottalized consonants,49.5,137,Tungusic,Altaic,Phonology
nnc,Nancowry,1,No glottalized consonants,8.05,93.5,Nicobarese,Austro-Asiatic,Phonology
nan,Nandi,1,No glottalized consonants,0.25,35,Nilotic,Eastern Sudanic,Phonology
nar,Nara (in Ethiopia),1,No glottalized consonants,15.08333333,37.58333333,Nara,Eastern Sudanic,Phonology
nas,Nasioi,1,No glottalized consonants,-6.333333333,155.5833333,East Bougainville,East Bougainville,Phonology
nbk,Natügu,1,No glottalized consonants,-10.78333333,165.8666667,Oceanic,Austronesian,Phonology
nav,Navajo,2,Ejectives only,36.16666667,-108,Athapaskan,Na-Dene,Phonology
nax,Naxi,1,No glottalized consonants,27.5,100,Naxi,Sino-Tibetan,Phonology
ndt,Ndut,3,Implosives only,14.91666667,-16.91666667,Cangin,Niger-Congo,Phonology
ndy,Ndyuka,1,No glottalized consonants,4.5,-54.5,Creoles and Pidgins,other,Phonology
ntu,Nenets,1,No glottalized consonants,70,76,Samoyedic,Uralic,Phonology
nap,Neo-Aramaic (Persian Azerbaijan),1,No glottalized consonants,38,47,Semitic,Afro-Asiatic,Phonology
nep,Nepali,1,No glottalized consonants,28,85,Indic,Indo-European,Phonology
new,Newari (Kathmandu),1,No glottalized consonants,27.66666667,85.5,Mahakiranti,Sino-Tibetan,Phonology
nez,Nez Perce,6,Ejectives and glottalized resonants,46,-116,Sahaptian,Penutian,Phonology
nga,Nganasan,1,No glottalized consonants,71,93,Samoyedic,Uralic,Phonology
nti,Ngiti,3,Implosives only,1.333333333,30.25,Lendu,Central Sudanic,Phonology
ngi,Ngiyambaa,1,No glottalized consonants,-31.75,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
ngz,Ngizim,3,Implosives only,12.08333333,10.91666667,West Chadic,Afro-Asiatic,Phonology
nim,Nimboran,1,No glottalized consonants,-2.5,140.1666667,Nimboran,Nimboran,Phonology
chu,Nivacle,2,Ejectives only,-23.5,-60.5,Matacoan,Matacoan,Phonology
niv,Nivkh,1,No glottalized consonants,53.33333333,142,Nivkh,Nivkh,Phonology
nko,Nkore-Kiga,1,No glottalized consonants,-0.916666667,29.83333333,Bantoid,Niger-Congo,Phonology
nob,Nobiin,1,No glottalized consonants,21,31,Nubian,Eastern Sudanic,Phonology
non,Noni,1,No glottalized consonants,6.416666667,10.58333333,Bantoid,Niger-Congo,Phonology
nor,Norwegian,1,No glottalized consonants,61,8,Germanic,Indo-European,Phonology
nun,Nung (in Vietnam),3,Implosives only,21.91666667,106.4166667,Kam-Tai,Tai-Kadai,Phonology
nug,Nunggubuyu,1,No glottalized consonants,-13.75,135.6666667,Nunggubuyu,Gunwinyguan,Phonology
nuu,Nuuchahnulth,6,Ejectives and glottalized resonants,49.66666667,-126.6666667,Southern Wakashan,Wakashan,Phonology
nkt,Nyah Kur (Tha Pong),1,No glottalized consonants,15.66666667,101.6666667,Monic,Austro-Asiatic,Phonology
nyg,Nyangi,3,Implosives only,3.416666667,33.58333333,Kuliak,Eastern Sudanic,Phonology
nyi,Nyimang,1,No glottalized consonants,12.16666667,29.33333333,Nyimang,Eastern Sudanic,Phonology
nis,Nyishi,1,No glottalized consonants,27.5,93.5,Tani,Sino-Tibetan,Phonology
ood,O'odham,1,No glottalized consonants,32,-112,Tepiman,Uto-Aztecan,Phonology
oca,Ocaina,1,No glottalized consonants,-2.75,-71.75,Huitoto,Huitotoan,Phonology
ogb,Ogbia,3,Implosives only,4.666666667,6.25,Cross River,Niger-Congo,Phonology
oji,Ojibwa (Eastern),1,No glottalized consonants,46,-80,Algonquian,Algic,Phonology
ond,Oneida,1,No glottalized consonants,43,-75.66666667,Northern Iroquoian,Iroquoian,Phonology
orm,Ormuri,1,No glottalized consonants,32.5,69.75,Iranian,Indo-European,Phonology
orh,Oromo (Harar),5,Ejectives and implosives,9,42,Lowland East Cushitic,Afro-Asiatic,Phonology
otm,Otomí (Mezquital),1,No glottalized consonants,20.16666667,-99.16666667,Otomian,Oto-Manguean,Phonology
pms,Paamese,1,No glottalized consonants,-16.5,168.25,Oceanic,Austronesian,Phonology
pac,Pacoh,3,Implosives only,16.41666667,107.0833333,Katuic,Austro-Asiatic,Phonology
pai,Paiwan,1,No glottalized consonants,22.5,120.8333333,Paiwan,Austronesian,Phonology
pnr,Panare,1,No glottalized consonants,6.5,-66,Cariban,Cariban,Phonology
puk,Parauk,1,No glottalized consonants,23.25,99.5,Palaungic,Austro-Asiatic,Phonology
psh,Pashto,1,No glottalized consonants,33,67,Iranian,Indo-European,Phonology
psm,Passamaquoddy-Maliseet,1,No glottalized consonants,45,-67,Algonquian,Algic,Phonology
pau,Paumarí,3,Implosives only,-6,-64,Arauan,Arauan,Phonology
paw,Pawaian,1,No glottalized consonants,-7,145.0833333,Pawaian,Teberan-Pawaian,Phonology
pec,Pech,1,No glottalized consonants,15,-85.5,Paya,Chibchan,Phonology
prs,Persian,1,No glottalized consonants,32,54,Iranian,Indo-European,Phonology
phl,Phlong,3,Implosives only,15,99,Karen,Sino-Tibetan,Phonology
prh,Pirahã,1,No glottalized consonants,-7,-62,Mura,Mura,Phonology
pit,Pitjantjatjara,1,No glottalized consonants,-26,130,Western Pama-Nyungan,Pama-Nyungan,Phonology
poa,Po-Ai,1,No glottalized consonants,-20.66666667,164.8333333,Oceanic,Austronesian,Phonology
poh,Pohnpeian,1,No glottalized consonants,6.883333333,158.25,Oceanic,Austronesian,Phonology
pol,Polish,1,No glottalized consonants,52,20,Slavic,Indo-European,Phonology
pso,Pomo (Southeastern),2,Ejectives only,39,-122.5,Pomoan,Hokan,Phonology
pur,Purépecha,1,No glottalized consonants,19.5,-101.6666667,Tarascan,Tarascan,Phonology
pae,Páez,1,No glottalized consonants,2.666666667,-76,Páezan,Páezan,Phonology
bng,Qaget,1,No glottalized consonants,-4.583333333,152,Baining,Baining,Phonology
qaw,Qawasqar,2,Ejectives only,-49,-75,Alacalufan,Alacalufan,Phonology
qco,Quechua (Cochabamba),2,Ejectives only,-17.5,-66,Quechuan,Quechuan,Phonology
qui,Quileute,2,Ejectives only,47.91666667,-124.25,Chimakuan,Chimakuan,Phonology
ram,Rama,1,No glottalized consonants,11.75,-83.75,Rama,Chibchan,Phonology
rap,Rapanui,1,No glottalized consonants,-27.11666667,-109.3666667,Oceanic,Austronesian,Phonology
res,Resígaro,1,No glottalized consonants,-2.416666667,-71.5,Inland Northern Arawakan,Arawakan,Phonology
rom,Romanian,1,No glottalized consonants,46,25,Romance,Indo-European,Phonology
rsc,Romansch (Scharans),1,No glottalized consonants,46.75,9.5,Romance,Indo-European,Phonology
ror,Roro,1,No glottalized consonants,-8.75,146.5833333,Oceanic,Austronesian,Phonology
rtk,Rotokas,1,No glottalized consonants,-6,155.1666667,West Bougainville,West Bougainville,Phonology
ruk,Rukai (Tanan),1,No glottalized consonants,22.83333333,120.8333333,Rukai,Austronesian,Phonology
rus,Russian,1,No glottalized consonants,56,38,Slavic,Indo-European,Phonology
rut,Rutul,2,Ejectives only,41.5,47.41666667,Lezgic,Nakh-Daghestanian,Phonology
sab,Sa'ban,1,No glottalized consonants,3.666666667,115.6666667,North Borneo,Austronesian,Phonology
scs,Saami (Central-South),1,No glottalized consonants,64.66666667,16.75,Saami,Uralic,Phonology
sdw,Sandawe,2,Ejectives only,-5,35,Sandawe,Sandawe,Phonology
san,Sango,3,Implosives only,5,18,Ubangi,Niger-Congo,Phonology
snm,Sanuma,1,No glottalized consonants,4.5,-64.66666667,Yanomam,Yanomam,Phonology
svs,Savosavo,1,No glottalized consonants,-9.133333333,159.8,Savosavo,Solomons East Papuan,Phonology
seb,Sebei,1,No glottalized consonants,1.333333333,34.58333333,Nilotic,Eastern Sudanic,Phonology
sed,Sedang,7,Implosives and glottalized resonants,14.83333333,108,Bahnaric,Austro-Asiatic,Phonology
slp,Selepet,1,No glottalized consonants,-6.166666667,147.1666667,Finisterre-Huon,Trans-New Guinea,Phonology
sel,Selknam,2,Ejectives only,-53,-70,Chon Proper,Chon,Phonology
skp,Selkup,1,No glottalized consonants,65,82,Samoyedic,Uralic,Phonology
sml,Semelai,4,Glottalized resonants only,3,103,Aslian,Austro-Asiatic,Phonology
snd,Senadi,1,No glottalized consonants,9.5,-6.25,Senufo,Niger-Congo,Phonology
snc,Seneca,1,No glottalized consonants,42.5,-77.5,Northern Iroquoian,Iroquoian,Phonology
snt,Sentani,1,No glottalized consonants,-2.583333333,140.5833333,Sentani,Sentani,Phonology
sha,Shan,1,No glottalized consonants,22,98,Kam-Tai,Tai-Kadai,Phonology
shs,Shasta,2,Ejectives only,41.83333333,-122.6666667,Shasta,Hokan,Phonology
shk,Shipibo-Konibo,1,No glottalized consonants,-7.5,-75,Panoan,Panoan,Phonology
shi,Shiriana,1,No glottalized consonants,3.5,-62.83333333,Yanomam,Yanomam,Phonology
shu,Shuswap,6,Ejectives and glottalized resonants,52,-120,Interior Salish,Salishan,Phonology
sdh,Sindhi,3,Implosives only,26,69,Indic,Indo-European,Phonology
snh,Sinhala,1,No glottalized consonants,7,80.5,Indic,Indo-European,Phonology
sin,Siona,2,Ejectives only,0.333333333,-76.25,Tucanoan,Tucanoan,Phonology
srn,Sirionó,1,No glottalized consonants,-15.58333333,-64,Tupi-Guaraní,Tupian,Phonology
sla,Slave,6,Ejectives and glottalized resonants,67,-125,Athapaskan,Na-Dene,Phonology
som,Somali,1,No glottalized consonants,3,45,Lowland East Cushitic,Afro-Asiatic,Phonology
soq,Soqotri,6,Ejectives and glottalized resonants,12.5,54,Semitic,Afro-Asiatic,Phonology
sor,Sora,1,No glottalized consonants,20,84.33333333,Munda,Austro-Asiatic,Phonology
spa,Spanish,1,No glottalized consonants,40,-4,Romance,Indo-European,Phonology
squ,Squamish,6,Ejectives and glottalized resonants,49.66666667,-123.1666667,Central Salish,Salishan,Phonology
sre,Sre,3,Implosives only,11.5,108,Bahnaric,Austro-Asiatic,Phonology
sue,Suena,1,No glottalized consonants,-7.75,147.55,Binanderean,Trans-New Guinea,Phonology
sui,Sui,7,Implosives and glottalized resonants,26,107.5,Kam-Tai,Tai-Kadai,Phonology
sup,Supyire,1,No glottalized consonants,11.5,-5.583333333,Senufo,Niger-Congo,Phonology
swa,Swahili,1,No glottalized consonants,-6.5,39,Bantoid,Niger-Congo,Phonology
sba,Sáliba (in Colombia),1,No glottalized consonants,6,-70,Sáliba,Sáliban,Phonology
tab,Taba,1,No glottalized consonants,0,127.5,South Halmahera - West New Guinea,Austronesian,Phonology
tac,Tacana,1,No glottalized consonants,-13.5,-68,Tacanan,Tacanan,Phonology
tag,Tagalog,1,No glottalized consonants,15,121,Greater Central Philippine,Austronesian,Phonology
tma,Tama,3,Implosives only,14.5,22,Taman,Eastern Sudanic,Phonology
tam,Tamang (Eastern),1,No glottalized consonants,27.5,85.66666667,Bodic,Sino-Tibetan,Phonology
tmp,Tampulma,1,No glottalized consonants,10.41666667,-0.583333333,Southern-Central Gur,Niger-Congo,Phonology
tok,Tarok,3,Implosives only,9,10.08333333,Platoid,Niger-Congo,Phonology
tas,Tashlhiyt,1,No glottalized consonants,31,-5,Berber,Afro-Asiatic,Phonology
tsg,Tausug,1,No glottalized consonants,6,121,Greater Central Philippine,Austronesian,Phonology
teh,Tehuelche,2,Ejectives only,-48,-68,Chon Proper,Chon,Phonology
tks,Teke (Southern),1,No glottalized consonants,-2.333333333,14.5,Bantoid,Niger-Congo,Phonology
tel,Telugu,1,No glottalized consonants,16,79,South-Central Dravidian,Dravidian,Phonology
tmn,Temein,1,No glottalized consonants,11.91666667,29.41666667,Temein,Eastern Sudanic,Phonology
tne,Temne,1,No glottalized consonants,8.666666667,-13.08333333,Mel,Niger-Congo,Phonology
ter,Tera,3,Implosives only,11,11.83333333,Biu-Mandara,Afro-Asiatic,Phonology
ttn,Tetun,1,No glottalized consonants,-9,126,Central Malayo-Polynesian,Austronesian,Phonology
tha,Thai,1,No glottalized consonants,16,101,Kam-Tai,Tai-Kadai,Phonology
tib,Tibetan (Standard Spoken),1,No glottalized consonants,30,91,Bodic,Sino-Tibetan,Phonology
tic,Ticuna,1,No glottalized consonants,-4,-70.5,Ticuna,Ticuna,Phonology
tgk,Tigak,1,No glottalized consonants,-2.716666667,150.8,Oceanic,Austronesian,Phonology
tgr,Tigré,2,Ejectives only,16.5,38.5,Semitic,Afro-Asiatic,Phonology
try,Tiruray,1,No glottalized consonants,6.75,124.1666667,Bilic,Austronesian,Phonology
twn,Tiwa (Northern),2,Ejectives only,36.5,-105.5,Kiowa-Tanoan,Kiowa-Tanoan,Phonology
tiw,Tiwi,1,No glottalized consonants,-11.5,131,Tiwian,Tiwian,Phonology
tlp,Tlapanec,1,No glottalized consonants,17.08333333,-99,Subtiaba-Tlapanec,Oto-Manguean,Phonology
tli,Tlingit,2,Ejectives only,59,-135,Tlingit,Na-Dene,Phonology
toa,Toaripi,1,No glottalized consonants,-8.333333333,146.25,Eleman Proper,Eleman,Phonology
tol,Tol,2,Ejectives only,14.66666667,-87,Tol,Tol,Phonology
ton,Tonkawa,1,No glottalized consonants,30.25,-96.75,Tonkawa,Tonkawa,Phonology
dts,Toro So,1,No glottalized consonants,14.41666667,-3.25,Dogon,Dogon,Phonology
tpa,Totonac (Papantla),1,No glottalized consonants,20.33333333,-97.33333333,Totonacan,Totonacan,Phonology
tru,Trumai,2,Ejectives only,-11.91666667,-53.58333333,Trumai,Trumai,Phonology
tsi,Tsimshian (Coast),6,Ejectives and glottalized resonants,52.5,-129,Tsimshianic,Penutian,Phonology
tso,Tsou,3,Implosives only,23.5,120.75,Tsou,Austronesian,Phonology
ttu,Tsova-Tush,2,Ejectives only,42.5,45.5,Nakh,Nakh-Daghestanian,Phonology
tug,Tuareg (Ahaggar),1,No glottalized consonants,23,6,Berber,Afro-Asiatic,Phonology
tuk,Tukang Besi,3,Implosives only,-5.5,123.5,Celebic,Austronesian,Phonology
tul,Tulu,1,No glottalized consonants,12.75,75.33333333,Southern Dravidian,Dravidian,Phonology
tun,Tunica,1,No glottalized consonants,32.66666667,-91,Tunica,Tunica,Phonology
tur,Turkish,1,No glottalized consonants,39,35,Turkic,Altaic,Phonology
tuv,Tuvan,1,No glottalized consonants,52,95,Turkic,Altaic,Phonology
tza,Tzeltal (Aguacatenango),2,Ejectives only,16.41666667,-92.5,Mayan,Mayan,Phonology
umb,UMbundu,1,No glottalized consonants,-12.5,15,Bantoid,Niger-Congo,Phonology
una,Una,1,No glottalized consonants,-4.666666667,140,Mek,Trans-New Guinea,Phonology
ung,Ungarinjin,1,No glottalized consonants,-16.33333333,126,Worrorran,Worrorran,Phonology
urk,Urubú-Kaapor,1,No glottalized consonants,-2.333333333,-46.5,Tupi-Guaraní,Tupian,Phonology
usa,Usan,1,No glottalized consonants,-4.833333333,145.1666667,Madang,Trans-New Guinea,Phonology
uzn,Uzbek (Northern),1,No glottalized consonants,40.66666667,66.5,Turkic,Altaic,Phonology
vie,Vietnamese,3,Implosives only,10.5,106.5,Viet-Muong,Austro-Asiatic,Phonology
wah,Wahgi,1,No glottalized consonants,-5.833333333,144.7166667,Chimbu,Trans-New Guinea,Phonology
bno,Waimaha,1,No glottalized consonants,0.333333333,-70.25,Tucanoan,Tucanoan,Phonology
wam,Wambaya,1,No glottalized consonants,-18.66666667,135.75,Wambayan,Mirndi,Phonology
wnt,Wantoat,1,No glottalized consonants,-6.166666667,146.5,Finisterre-Huon,Trans-New Guinea,Phonology
wao,Waorani,1,No glottalized consonants,-1,-76.5,Waorani,Waorani,Phonology
wps,Wapishana,3,Implosives only,2.666666667,-60,Wapishanan,Arawakan,Phonology
wap,Wappo,6,Ejectives and glottalized resonants,38.5,-122.5,Wappo,Wappo-Yukian,Phonology
wra,Warao,1,No glottalized consonants,9.333333333,-61.66666667,Warao,Warao,Phonology
wry,Waray (in Australia),1,No glottalized consonants,-13.16666667,131.25,Warayic,Gunwinyguan,Phonology
wrd,Wardaman,1,No glottalized consonants,-15.5,131,Yangmanic,Yangmanic,Phonology
war,Wari',4,Glottalized resonants only,-11.33333333,-65,Chapacura-Wanham,Chapacura-Wanham,Phonology
wrs,Waris,1,No glottalized consonants,-3.166666667,141,Border,Border,Phonology
wma,West Makian,1,No glottalized consonants,0.5,127.5833333,North Halmaheran,West Papuan,Phonology
wdo,Western Desert (Ooldea),1,No glottalized consonants,-30.5,132,Western Pama-Nyungan,Pama-Nyungan,Phonology
wic,Wichita,6,Ejectives and glottalized resonants,33.33333333,-97.33333333,Caddoan,Caddoan,Phonology
wch,Wichí,6,Ejectives and glottalized resonants,-22.5,-62.58333333,Matacoan,Matacoan,Phonology
wmu,Wik Munkan,1,No glottalized consonants,-13.91666667,141.75,Northern Pama-Nyungan,Pama-Nyungan,Phonology
win,Wintu,2,Ejectives only,41,-122.5,Wintuan,Penutian,Phonology
wiy,Wiyot,1,No glottalized consonants,40.83333333,-124.1666667,Wiyot,Algic,Phonology
woi,Woisika,1,No glottalized consonants,-8.25,124.8333333,Greater Alor,Timor-Alor-Pantar,Phonology
wlf,Wolof,1,No glottalized consonants,15.25,-16,Wolof,Niger-Congo,Phonology
wuc,Wu,1,No glottalized consonants,31.66666667,119.9166667,Chinese,Sino-Tibetan,Phonology
ygr,Yagaria,3,Implosives only,-6.333333333,145.4166667,Eastern Highlands,Trans-New Guinea,Phonology
yag,Yagua,1,No glottalized consonants,-3.5,-72,Peba-Yaguan,Peba-Yaguan,Phonology
ykt,Yakut,1,No glottalized consonants,62,130,Turkic,Altaic,Phonology
yan,Yana,2,Ejectives only,40.5,-122,Yana,Hokan,Phonology
yny,Yanyuwa,1,No glottalized consonants,-16.41666667,137.1666667,Western Pama-Nyungan,Pama-Nyungan,Phonology
yap,Yapese,6,Ejectives and glottalized resonants,9.583333333,138.1666667,Yapese,Austronesian,Phonology
yaq,Yaqui,1,No glottalized consonants,27.5,-110.25,Cahita,Uto-Aztecan,Phonology
yar,Yareba,1,No glottalized consonants,-9.5,148.5,Yareban,Yareban,Phonology
yaw,Yawa,1,No glottalized consonants,-1.75,136.25,Yawa,Yawa,Phonology
yay,Yay,1,No glottalized consonants,22.41666667,104.75,Kam-Tai,Tai-Kadai,Phonology
yel,Yelî Dnye,1,No glottalized consonants,-11.36666667,154.1666667,Yele,Yele,Phonology
yes,Yessan-Mayo,1,No glottalized consonants,-4.166666667,142.5833333,Tama Sepik,Sepik,Phonology
yey,Yeyi,2,Ejectives only,-20,23.5,Bantoid,Niger-Congo,Phonology
yid,Yidiny,1,No glottalized consonants,-17,145.75,Northern Pama-Nyungan,Pama-Nyungan,Phonology
yim,Yimas,1,No glottalized consonants,-4.666666667,143.55,Lower Sepik,Lower Sepik-Ramu,Phonology
yor,Yoruba,1,No glottalized consonants,8,4.333333333,Defoid,Niger-Congo,Phonology
yct,Yucatec,5,Ejectives and implosives,20,-89,Mayan,Mayan,Phonology
yuc,Yuchi,6,Ejectives and glottalized resonants,35.75,-86.75,Yuchi,Yuchi,Phonology
ycn,Yucuna,1,No glottalized consonants,-0.75,-71,Inland Northern Arawakan,Arawakan,Phonology
yko,Yukaghir (Kolyma),1,No glottalized consonants,65.75,150.8333333,Yukaghir,Yukaghir,Phonology
ytu,Yukaghir (Tundra),1,No glottalized consonants,69,155,Yukaghir,Yukaghir,Phonology
yul,Yulu,3,Implosives only,8.5,25.25,Bongo-Bagirmi,Central Sudanic,Phonology
yus,Yupik (Siberian),1,No glottalized consonants,65,-173,Eskimo,Eskimo-Aleut,Phonology
yur,Yurok,6,Ejectives and glottalized resonants,41.33333333,-124,Yurok,Algic,Phonology
zan,Zande,1,No glottalized consonants,4,26,Ubangi,Niger-Congo,Phonology
zqc,Zoque (Copainalá),1,No glottalized consonants,17,-93.25,Mixe-Zoque,Mixe-Zoque,Phonology
zul,Zulu,5,Ejectives and implosives,-30,30,Bantoid,Niger-Congo,Phonology
zun,Zuni,2,Ejectives only,35.08333333,-108.8333333,Zuni,Zuni,Phonology
