ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes,Samples_100,Samples_200
err,Erromangan,,-18.83333333,169.1666667,siee1239,erg,Austronesian,Eastern Malayo-Polynesian,Oceanic,erg,FALSE,FALSE
ese,Ese Ejja,,-11,-66,esee1248,ese,Tacanan,,Tacanan,ese,FALSE,FALSE
esm,Esmeraldeño,,0.333333333,-79.83333333,atac1235,,Tacame,,Tacame,,FALSE,FALSE
ess,Esselen,,36.25,-121.75,esse1238,esq,,,,esq,FALSE,FALSE
est,Estonian,,59,26,esto1258,est,Uralic,Finno-Ugric,Finnic,est,FALSE,FALSE
ets,Etsako,,7.25,6.5,yekh1238,ets,Niger-Congo,Benue-Congo,Edoid,ets,FALSE,FALSE
eud,Eudeve,,29.16666667,-109.6666667,opat1246,opt,Uto-Aztecan,,Opata-Eudeve,opt,FALSE,FALSE
eve,Evenki,,56,125,even1259,evn,Altaic,,Tungusic,evn,FALSE,TRUE
evn,Even,,68,130,even1260,eve,Altaic,,Tungusic,eve,FALSE,FALSE
ewa,Ewe (Anglo),,6,1,ewee1241,ewe,Niger-Congo,,Kwa,ewe,FALSE,FALSE
ewe,Ewe,,6.333333333,0.416666667,ewee1241,ewe,Niger-Congo,,Kwa,ewe,FALSE,TRUE
ewo,Ewondo,,4,12,ewon1239,ewo,Niger-Congo,Benue-Congo,Bantoid,ewo,FALSE,FALSE
eya,Eyak,,60.5,-145,eyak1241,eya,Na-Dene,,Eyak,eya,FALSE,FALSE
far,Faroese,,62,-7,faro1244,fao,Indo-European,,Germanic,fao,FALSE,FALSE
fas,Fasu,,-6.583333333,143.3333333,fasu1242,faa,Trans-New Guinea,,Fasu,faa,FALSE,FALSE
fbf,Fula (Burkina Faso),,14,0,west2454,fuh,Niger-Congo,Atlantic,Peul-Serer,fuh,FALSE,FALSE
fea,Frisian (Eastern),,53.58333333,7.5,east2288,frs,Indo-European,,Germanic,frs,FALSE,FALSE
fef,Fe'fe',,5.25,10.16666667,fefe1239,fmp,Niger-Congo,Benue-Congo,Bantoid,fmp,FALSE,FALSE
fgu,Fula (Guinean),,11.5,-12.5,pula1262,fuf,Niger-Congo,Atlantic,Peul-Serer,fuf,FALSE,FALSE
fij,Fijian,,-17.83333333,178,fiji1243,fij,Austronesian,Eastern Malayo-Polynesian,Oceanic,fij,TRUE,TRUE
fin,Finnish,,62,25,finn1318,fin,Uralic,Finno-Ugric,Finnic,fin,TRUE,TRUE
fio,Fiote,,-5.5,14,koon1244,kng,Niger-Congo,Benue-Congo,Bantoid,kng,FALSE,FALSE
fiw,Fijian (Wayan),,-17,177.3,west2519,wyy,Austronesian,Eastern Malayo-Polynesian,Oceanic,wyy,FALSE,FALSE
fli,Ful (Liptako),,13.5,0.5,west2454,fuh,Niger-Congo,Atlantic,Peul-Serer,fuh,FALSE,FALSE
fma,Fula (Mauritanian),,16.5,-13.75,pula1263,fuc,Niger-Congo,Atlantic,Peul-Serer,fuc,FALSE,FALSE
fni,Fulfulde (Nigerian),,10.25,11.25,nige1253,fuv,Niger-Congo,Atlantic,Peul-Serer,fuv,FALSE,FALSE
fno,Frisian (North),,54.5,9,nort2626,frr,Indo-European,,Germanic,frr,FALSE,FALSE
foe,Foe,,-6.5,143.5,foii1241,foi,Trans-New Guinea,,Kutubuan,foi,FALSE,FALSE
fon,Fongbe,,6.416666667,2.166666667,fonn1241,fon,Niger-Congo,,Kwa,fon,FALSE,FALSE
for,Fore,,-6.75,145.5,fore1270,for,Trans-New Guinea,,Eastern Highlands,for,FALSE,FALSE
fox,Fox,,43,-83,mesk1242,sac,Algic,,Algonquian,sac,FALSE,FALSE
fqs,Momu,,-3,141.5833333,fass1245,fqs,Baibai-Fas,,Baibai-Fas,fqs,FALSE,FALSE
frd,Fordata,,-6.75,131.5,ford1242,frd,Austronesian,,Central Malayo-Polynesian,frd,FALSE,FALSE
fre,French,,48,2,stan1290,fra,Indo-European,,Romance,fra,TRUE,TRUE
fri,Frisian,,53,5,east2288,frs,Indo-European,,Germanic,frs,FALSE,FALSE
frw,Frisian (Western),,53,6,west2354,fry,Indo-European,,Germanic,fry,FALSE,FALSE
fsl,Finnish Sign Language,,62,26,finn1310,fse,other,,Sign Languages,fse,FALSE,FALSE
fua,Fulfulde (Adamawa),,9.166666667,13.5,adam1253,fub,Niger-Congo,Atlantic,Peul-Serer,fub,FALSE,FALSE
fue,Futuna (East),,-14.33333333,-178.1666667,east2447,fud,Austronesian,Eastern Malayo-Polynesian,Oceanic,fud,FALSE,FALSE
ful,Fulniô,,-8,-37.5,fuln1247,fun,Yatê,,Yatê,fun,FALSE,FALSE
fum,Fulfulde (Maasina),,15,-5,maas1239,ffm,Niger-Congo,Atlantic,Peul-Serer,ffm,FALSE,FALSE
fur,Fur,,13.5,25,furr1244,fvr,,,,fvr,FALSE,TRUE
fus,Fula (Senegal),,15,-14,pula1263,fuc,Niger-Congo,Atlantic,Peul-Serer,fuc,FALSE,FALSE
fut,Futuna-Aniwa,,-19.53333333,170.2166667,futu1245,fut,Austronesian,Eastern Malayo-Polynesian,Oceanic,fut,FALSE,FALSE
fuz,Fuzhou,,26,119.5,mind1253,cdo,Sino-Tibetan,,Chinese,cdo,FALSE,FALSE
fye,Fyem,,9.583333333,9.333333333,fyam1238,pym,Niger-Congo,Benue-Congo,Platoid,pym,FALSE,FALSE
ga,Gã,,5.666666667,-0.166666667,gaaa1244,gaa,Niger-Congo,,Kwa,gaa,FALSE,FALSE
gaa,Gaagudju,,-12.58333333,132.8333333,gaga1251,gbu,,,,gbu,FALSE,FALSE
gad,Gade,,8.666666667,7.416666667,gade1242,ged,Niger-Congo,Benue-Congo,Nupoid,ged,FALSE,FALSE
gae,Gaelic (Scots),,57,-4,scot1245,gla,Indo-European,,Celtic,gla,FALSE,FALSE
gag,Gagauz,,46.33333333,28.66666667,gaga1249,gag,Altaic,,Turkic,gag,FALSE,FALSE
gah,Gahuku,,-6,145.4166667,alek1238,gah,Trans-New Guinea,,Eastern Highlands,gah,FALSE,FALSE
gal,Galo,,28.16666667,94.66666667,damu1236,adi,Sino-Tibetan,Tibeto-Burman,Tani,adi,FALSE,FALSE
gam,Gamo,,6.666666667,37.25,gamo1243,gmv,Afro-Asiatic,Omotic,North Omotic,gmv,FALSE,FALSE
gan,Great Andamanese,,12,92.66666667,apuc1241,apq,,,,apq,FALSE,FALSE
gap,Gapapaiwa,,-9.75,149.8333333,gapa1238,pwg,Austronesian,Eastern Malayo-Polynesian,Oceanic,pwg,FALSE,FALSE
gar,Garo,,25.66666667,90.5,garo1247,grt,Sino-Tibetan,Tibeto-Burman,Bodo-Garo,grt,FALSE,TRUE
gau,German (Upper Austrian),,47,14,bava1246,bar,Indo-European,,Germanic,bar,FALSE,FALSE
gav,Gavião,,-10.66666667,-62,gavi1246,gvo,Tupian,,Monde,gvo,FALSE,FALSE
gay,Gayo,,4.5,97.5,gayo1244,gay,Austronesian,,Northwest Sumatra-Barrier Islands,gay,FALSE,FALSE
gba,German (Bavarian),,49,11.5,bava1246,bar,Indo-European,,Germanic,bar,FALSE,FALSE
gbb,Gbeya Bossangoa,,6.666666667,17.5,gbay1287,gbp,Niger-Congo,,Gbaya-Manza-Ngbaka,gbp,FALSE,FALSE
gbc,Guinea Bissau Crioulo,,12,-15,uppe1455,pov,other,,Creoles and Pidgins,pov,FALSE,FALSE
gbe,German (Bern),,47,7.416666667,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
gbk,Gbaya (Northwest),,6,15,nort2775,gya,Niger-Congo,,Gbaya-Manza-Ngbaka,gya,FALSE,FALSE
gbl,German (Berlin),,52.5,13.33333333,stan1295,deu,Indo-European,,Germanic,deu,FALSE,FALSE
gbs,Gbaya (Southwest),,4.7,14.96,sout2785,gso,Niger-Congo,,Gbaya-Manza-Ngbaka,gso,FALSE,FALSE
gcy,Greek (Cypriot),,34.75,33,mode1248,ell,Indo-European,,Greek,ell,FALSE,FALSE
gdb,Gutob,,19,83.66666667,bodo1267,gbj,Austro-Asiatic,,Munda,gbj,FALSE,FALSE
gdf,Guduf,,11.23333333,13.8,gudu1252,gdf,Afro-Asiatic,Chadic,Biu-Mandara,gdf,FALSE,FALSE
gdi,Godié,,5.416666667,-5.833333333,godi1239,god,Niger-Congo,,Kru,god,FALSE,FALSE
gdk,Gadaba (Kondekor),,18.75,83.5,pott1240,gdb,Dravidian,,Central Dravidian,gdb,FALSE,FALSE
gdl,Guadeloupe Creole,,16.25,-61.5,guad1242,gcf,other,,Creoles and Pidgins,gcf,FALSE,FALSE
gdr,Gidar,,10,14,gida1247,gid,Afro-Asiatic,Chadic,Biu-Mandara,gid,FALSE,FALSE
gds,Gadsup,,-6.25,146,gads1258,gaj,Trans-New Guinea,,Eastern Highlands,gaj,FALSE,FALSE
gel,Gela,,-9.083333333,160.25,gela1263,nlg,Austronesian,Eastern Malayo-Polynesian,Oceanic,nlg,FALSE,FALSE
geo,Georgian,,42,44,nucl1302,kat,Kartvelian,,Kartvelian,kat,TRUE,TRUE
ger,German,,52,10,stan1295,deu,Indo-European,,Germanic,deu,TRUE,TRUE
gfr,Guianese French Creole,,5,-53,guia1246,gcr,other,,Creoles and Pidgins,gcr,FALSE,FALSE
ggd,Gugadj,,-18.5,140.5,guga1239,ggd,Pama-Nyungan,,Northern Pama-Nyungan,ggd,FALSE,FALSE
ggu,Gureng Gureng,,-25.25,151,gure1255,gnr,Pama-Nyungan,,Southeastern Pama-Nyungan,gnr,FALSE,FALSE
gha,German (Hannover),,52.41666667,9.666666667,stan1295,deu,Indo-European,,Germanic,deu,FALSE,FALSE
ghb,Guahibo,,5,-69,guah1255,guh,Guahiban,,Guahiban,guh,FALSE,FALSE
gho,Ghotuo,,7.083333333,5.75,ghot1243,aaa,Niger-Congo,Benue-Congo,Edoid,aaa,FALSE,FALSE
ghr,Bunan,,32.5,77,gahr1239,bfu,Sino-Tibetan,Tibeto-Burman,Bodic,bfu,FALSE,FALSE
gid,Gidabal,,-28.41666667,152.4166667,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,bdy,FALSE,FALSE
gil,Gilaki,,37.33333333,50,gila1241,glk,Indo-European,,Iranian,glk,FALSE,FALSE
gim,Gimira,,7,35.75,benc1235,bcq,Afro-Asiatic,Omotic,North Omotic,bcq,FALSE,FALSE
gir,Gula Iro,,10.25,19.41666667,gula1265,glj,Niger-Congo,Adamawa-Ubangi,Bua,glj,FALSE,FALSE
git,Gitksan,,55.33333333,-127.75,gitx1241,git,Penutian,,Tsimshianic,git,FALSE,FALSE
giz,Giziga,,10.33333333,14.16666667,maro1246,,Afro-Asiatic,Chadic,Biu-Mandara,gis giz,FALSE,FALSE
gji,Gurindji,,-17.66666667,130.6666667,guri1247,gue,Pama-Nyungan,,Western Pama-Nyungan,gue,FALSE,FALSE
gjj,Guajajara,,-5,-46,guaj1255,gub,Tupian,,Tupi-Guaraní,gub,FALSE,FALSE
gku,Gününa Küne,,-41,-67,puel1244,pue,Chon,,Puelche,pue,FALSE,FALSE
gla,Gelao,,22.91666667,105.5,qaua1234,gqu,Tai-Kadai,,Kadai,gqu,FALSE,FALSE
glc,Galician,,43,-8,gali1258,glg,Indo-European,,Romance,glg,FALSE,FALSE
gll,Galela,,2.416666667,128.3333333,gale1259,gbi,West Papuan,,North Halmaheran,gbi,FALSE,FALSE
gln,Golin,,-6.333333333,144.75,goli1247,gvf,Trans-New Guinea,,Chimbu,gvf,FALSE,FALSE
glp,Gaalpu,,-12.66666667,136.75,dhan1270,dhg,Pama-Nyungan,,Western Pama-Nyungan,dhg,FALSE,FALSE
gma,German (Mansfeldisch),,51.58333333,11.5,stan1295,deu,Indo-European,,Germanic,deu,FALSE,FALSE
gmb,Guambiano,,2.5,-76.66666667,guam1248,gum,Barbacoan,,Barbacoan,gum,FALSE,FALSE
gml,Gamilaraay,,-29.83333333,149.5,gami1243,kld,Pama-Nyungan,,Southeastern Pama-Nyungan,kld,FALSE,FALSE
gmt,Gumatj,,-12.5,135.5,guma1253,gnn,Pama-Nyungan,,Western Pama-Nyungan,gnn,FALSE,FALSE
gmw,Gumawana,,-9.25,150.8333333,guma1254,gvs,Austronesian,Eastern Malayo-Polynesian,Oceanic,gvs,FALSE,FALSE
gmz,Gumuz,,12.5,35.83333333,gumu1244,guk,,,,guk,FALSE,FALSE
gna,Guana,,-22,-58,guan1268,gva,Mascoian,,Mascoian,gva,FALSE,FALSE
gnb,Gunbalang,,-12,134,kunb1251,wlg,Gunwinyguan,Gunwinyguan,Gunwinygic,wlg,FALSE,FALSE
gnd,Ga'anda,,10.33333333,12.58333333,gaan1243,gqa,Afro-Asiatic,Chadic,Biu-Mandara,gqa,FALSE,FALSE
gnn,Gunin,,-14.25,126.6666667,kwin1241,gww,Worrorran,,Worrorran,gww,FALSE,FALSE
gno,Guanano,,0.833333333,-69.5,guan1269,gvc,Tucanoan,,Tucanoan,gvc,FALSE,FALSE
gny,Gunya,,-26.5,146.5,guny1241,gyy,Pama-Nyungan,,Northern Pama-Nyungan,gyy,FALSE,FALSE
goa,Goajiro,,12,-72,wayu1243,guc,Arawakan,,Caribbean Arawakan,guc,FALSE,FALSE
god,Godoberi,,42.66666667,46.08333333,ghod1238,gdo,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,gdo,FALSE,FALSE
goe,Goemai,,8.666666667,9.75,goem1240,ank,Afro-Asiatic,Chadic,West Chadic,ank,FALSE,FALSE
gog,Gogodala,,-8.083333333,142.8333333,gogo1265,ggw,Gogodala-Suki,,Gogodala,ggw,FALSE,FALSE
goj,Gojri,,32.75,76.25,guja1253,gju,Indo-European,,Indic,gju,FALSE,FALSE
gok,Gokana,,4.583333333,7.333333333,goka1239,gkn,Niger-Congo,Benue-Congo,Cross River,gkn,FALSE,FALSE
gol,Gola,,7.25,-10.83333333,gola1255,gol,Niger-Congo,Atlantic,Mel,gol,FALSE,FALSE
gon,Gondi,,19,81,,,Dravidian,,South-Central Dravidian,ggo gno,FALSE,FALSE
goo,Gooniyandi,,-18.33333333,126.3333333,goon1238,gni,Bunuban,,Bunuban,gni,TRUE,TRUE
gor,Gorowa,,-4.5,36.5,goro1270,gow,Afro-Asiatic,Cushitic,Southern Cushitic,gow,FALSE,FALSE
gos,German (Ostschweiz),,47.41666667,9.25,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
gpz,German (Appenzell),,47.33333333,9.333333333,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
grb,Grebo,,5,-8,barc1235,grj,Niger-Congo,,Kru,grj,TRUE,TRUE
gre,Greenlandic (East),,65,-40,kala1399,kal,Eskimo-Aleut,,Eskimo,kal,FALSE,FALSE
grf,Garífuna,,15.66666667,-88,gari1256,cab,Arawakan,,Caribbean Arawakan,cab,FALSE,FALSE
grg,Gurr-goni,,-12.25,134.4166667,gura1252,gge,Mangrida,,Burarran,gge,FALSE,FALSE
grj,Guarijío,,27.75,-108.6666667,huar1255,var,Uto-Aztecan,,Tarahumaran,var,FALSE,FALSE
grk,Greek (Modern),,39,22,mode1248,ell,Indo-European,,Greek,ell,TRUE,TRUE
grm,Gurma,,12.25,1,gour1243,gux,Niger-Congo,Gur,Northern-Central Gur,gux,FALSE,FALSE
grn,Gurenne,,10.83333333,-0.916666667,fare1241,gur,Niger-Congo,Gur,Northern-Central Gur,gur,FALSE,FALSE
gro,Guro,,7,-6,guro1248,goa,Mande,,Eastern Mande,goa,FALSE,FALSE
grp,German (Ripuarian),,51,7,kols1241,ksh,Indo-European,,Germanic,ksh,FALSE,FALSE
grr,Garrwa,,-17.08333333,137.1666667,gara1269,wrk,Garrwan,,Garrwan,wrk,FALSE,FALSE
grs,Garus,,-4.95,145.6666667,garu1246,gyb,Trans-New Guinea,,Madang,gyb,FALSE,FALSE
grt,Gorontalo,,0.5,122,goro1259,gor,Austronesian,,Greater Central Philippine,gor,FALSE,FALSE
grw,Greenlandic (West),,64,-51,kala1399,kal,Eskimo-Aleut,,Eskimo,kal,TRUE,TRUE
gsl,Greek Sign Language,,38.5,22,gree1271,gss,other,,Sign Languages,gss,FALSE,FALSE
gso,Greenlandic (South),,60,-44,kala1399,kal,Eskimo-Aleut,,Eskimo,kal,FALSE,FALSE
gtg,German (Thurgau),,47.58333333,9.166666667,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
gth,German (Thuringian),,51,11,stan1295,deu,Indo-European,,Germanic,deu,FALSE,FALSE
gti,German (Timisoara),,45.75,21.25,stan1295,deu,Indo-European,,Germanic,deu,FALSE,FALSE
gto,Guató,,-17,-58,guat1253,gta,,,,gta,FALSE,FALSE
gua,Guaraní,,-26,-56,para1311,gug,Tupian,,Tupi-Guaraní,gug,TRUE,TRUE
gud,Gude,,10.41666667,13.41666667,gude1246,gde,Afro-Asiatic,Chadic,Biu-Mandara,gde,FALSE,FALSE
gue,Guere,,6.666666667,-7.75,guer1240,,Niger-Congo,,Kru,gxx wec,FALSE,FALSE
guf,Gupapuyngu,,-12,136,gupa1247,guf,Pama-Nyungan,,Western Pama-Nyungan,guf,FALSE,FALSE
gug,Gugada,,-30,134,koka1244,ktd,Pama-Nyungan,,Western Pama-Nyungan,ktd,FALSE,FALSE
guh,Guhu-Samane,,-8,147.3333333,guhu1244,ghs,Trans-New Guinea,,Binanderean,ghs,FALSE,FALSE
guj,Gujarati,,23,72,guja1252,guj,Indo-European,,Indic,guj,FALSE,FALSE
gul,Gula (in Central African Republic),,9.5,22.5,gula1269,glu,Central Sudanic,,Bongo-Bagirmi,glu,FALSE,FALSE
gum,Gumbaynggir,,-30.16666667,152.5,kumb1268,kgs,Pama-Nyungan,,Southeastern Pama-Nyungan,kgs,FALSE,FALSE
gun,Gunu,,4.583333333,11.25,nugu1242,yas,Niger-Congo,Benue-Congo,Bantoid,yas,FALSE,FALSE
guq,Guaque,,1,-72.08333333,cari1279,cbd,Cariban,,Cariban,cbd,FALSE,FALSE
gur,Gurung,,28.33333333,84.33333333,guru1261,,Sino-Tibetan,Tibeto-Burman,Bodic,ggn gvr,FALSE,FALSE
gus,Gusii,,-0.75,34.83333333,gusi1247,guz,Niger-Congo,Benue-Congo,Bantoid,guz,FALSE,FALSE
guu,Guugu Yimidhirr,,-15,144.8333333,gugu1255,kky,Pama-Nyungan,,Northern Pama-Nyungan,kky,FALSE,FALSE
guw,Gungbe,,6.5,2.5,gunn1250,guw,Niger-Congo,,Kwa,guw,FALSE,FALSE
gvi,German (Viennese),,48.16666667,16.33333333,bava1246,bar,Indo-European,,Germanic,bar,FALSE,FALSE
gwa,Gwari,,9.5,7,,gbr,Niger-Congo,Benue-Congo,Nupoid,gbr,FALSE,FALSE
gwe,German (Westphalian),,52,7.5,west2356,wep,Indo-European,,Germanic,wep,FALSE,FALSE
gwo,Gworok,,9.916666667,8.166666667,tyap1238,kcg,Niger-Congo,Benue-Congo,Platoid,kcg,FALSE,FALSE
gyb,Guayabero,,2.833333333,-72,guay1257,guo,Guahiban,,Guahiban,guo,FALSE,FALSE
gyc,Gyarong (Cogtse),,31.5,102,jiar1239,jya,Sino-Tibetan,Tibeto-Burman,rGyalrong,jya,FALSE,FALSE
gzu,German (Zurich),,47.41666667,8.5,swis1247,gsw,Indo-European,,Germanic,gsw,FALSE,FALSE
had,Hadza,,-3.75,35.16666667,hadz1240,hts,,,,hts,FALSE,FALSE
hai,Haida,,53,-132,haid1248,,,,,hax hdn,FALSE,TRUE
hak,Hakka,,25,116,hakk1236,hak,Sino-Tibetan,,Chinese,hak,FALSE,FALSE
hal,Halia,,-5.25,154.6666667,hali1244,hla,Austronesian,Eastern Malayo-Polynesian,Oceanic,hla,FALSE,FALSE
ham,Hamtai,,-7.5,146.25,hamt1247,hmt,Trans-New Guinea,,Angan,hmt,FALSE,TRUE
han,Hani,,23,103,hani1248,hni,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,hni,FALSE,FALSE
har,Haruai,,-5.083333333,144.1666667,haru1245,tmd,Piawi,,Piawi,tmd,FALSE,FALSE
hat,Hatam,,-1,134,hata1243,had,West Papuan,,Hatam,had,FALSE,FALSE
hau,Hausa,,12,7,haus1257,hau,Afro-Asiatic,Chadic,West Chadic,hau,TRUE,TRUE
hav,Havasupai,,35.75,-112.5,hava1248,yuf,Hokan,,Yuman,yuf,FALSE,FALSE
haw,Hawaiian,,19.58333333,-155.5,hawa1245,haw,Austronesian,Eastern Malayo-Polynesian,Oceanic,haw,FALSE,FALSE
hay,Hayu,,27.25,86,wayu1241,vay,Sino-Tibetan,Tibeto-Burman,Mahakiranti,vay,FALSE,FALSE
hba,Hebrew (Modern Ashkenazic),,31.75,35.16666667,hebr1245,heb,Afro-Asiatic,,Semitic,heb,FALSE,FALSE
hcr,Haitian Creole,,19,-72.5,hait1244,hat,other,,Creoles and Pidgins,hat,FALSE,FALSE
hdi,Hdi,,11.86666667,13.71666667,hdii1240,xed,Afro-Asiatic,Chadic,Biu-Mandara,xed,FALSE,FALSE
heb,Hebrew (Modern),,31.5,34.83333333,hebr1245,heb,Afro-Asiatic,,Semitic,heb,TRUE,TRUE
heh,Hehe,,-8,36,hehe1240,heh,Niger-Congo,Benue-Congo,Bantoid,heh,FALSE,FALSE
hei,Heiltsuk,,52,-127.5,heil1246,hei,Wakashan,,Northern Wakashan,hei,FALSE,FALSE
hem,Hemba,,-6.25,27.16666667,hemb1242,hem,Niger-Congo,Benue-Congo,Bantoid,hem,FALSE,FALSE
her,Herero,,-20.58333333,19,here1253,her,Niger-Congo,Benue-Congo,Bantoid,her,FALSE,FALSE
hhu,Hanga Hundi,,-3.833333333,142.9166667,hang1263,wos,Sepik,,Ndu,wos,FALSE,FALSE
hia,Hianacoto,,0.833333333,-71,cari1279,cbd,Cariban,,Cariban,cbd,FALSE,FALSE
hid,Hidatsa,,47,-102.5,hida1246,hid,Siouan,,Core Siouan,hid,FALSE,FALSE
hil,Hiligaynon,,10.25,123,hili1240,hil,Austronesian,,Greater Central Philippine,hil,FALSE,FALSE
hin,Hindi,,25,77,hind1269,hin,Indo-European,,Indic,hin,TRUE,TRUE
hix,Hixkaryana,,-1,-59,hixk1239,hix,Cariban,,Cariban,hix,TRUE,TRUE
hks,Hong Kong Sign Language,,22.5,114,hong1241,,other,,Sign Languages,,FALSE,FALSE
hlb,Halbi,,21,81,halb1244,hlb,Indo-European,,Indic,hlb,FALSE,FALSE
hli,Halkomelem (Island),,49.2,-123,halk1245,hur,Salishan,,Central Salish,hur,FALSE,FALSE
hln,Halang,,14.5,107.5,hala1252,hal,Austro-Asiatic,Mon-Khmer,Bahnaric,hal,FALSE,FALSE
hlp,Hualapai,,35.5,-113.75,hava1248,yuf,Hokan,,Yuman,yuf,FALSE,FALSE
hlu,Halkomelem (Upriver),,49.25,-121.9166667,halk1245,hur,Salishan,,Central Salish,hur,FALSE,FALSE
hma,Hmar,,24.16666667,93,hmar1241,hmr,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,hmr,FALSE,FALSE
hmb,Huambisa,,-4,-78,huam1247,hub,Jivaroan,,Jivaroan,hub,FALSE,FALSE
hmd,Hmong Daw,,26,105,hmon1333,mww,Hmong-Mien,,Hmong-Mien,mww,FALSE,FALSE
hmi,Huitoto (Minica),,-0.333333333,-74,mini1256,hto,Huitotoan,,Huitoto,hto,FALSE,TRUE
hmo,Hmong Njua,,28,105,huam1250,,Hmong-Mien,,Hmong-Mien,cqd hnj,TRUE,TRUE
hmr,Hamer,,5,36.5,hame1242,amf,Afro-Asiatic,Omotic,South Omotic,amf,FALSE,FALSE
hmu,Huitoto (Muinane),,-2.416666667,-71,nupo1240,hux,Huitotoan,,Huitoto,hux,FALSE,FALSE
hna,Mina,,10.33333333,13.83333333,mina1276,hna,Afro-Asiatic,Chadic,Biu-Mandara,hna,FALSE,FALSE
hnd,Hunde,,-1.166666667,28.83333333,hund1239,hke,Niger-Congo,Benue-Congo,Bantoid,hke,FALSE,FALSE
hnk,Hinuq,,42.16666667,46,hinu1240,gin,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,gin,FALSE,FALSE
hnn,Hanunóo,,12.33333333,121.25,hanu1241,hnn,Austronesian,,Greater Central Philippine,hnn,FALSE,FALSE
hno,Haida (Northern),,54,-132.5,nort2938,hdn,Haida,,Haida,hdn,FALSE,FALSE
ho,Ho,,22,86,hooo1248,hoc,Austro-Asiatic,,Munda,hoc,FALSE,FALSE
hoa,Hoava,,-8.083333333,157.5,hoav1238,hoa,Austronesian,Eastern Malayo-Polynesian,Oceanic,hoa,FALSE,FALSE
hok,Min (Southern),,25,118,minn1241,nan,Sino-Tibetan,,Chinese,nan,FALSE,FALSE
hol,Holoholo,,-5.166666667,29.91666667,holo1240,hoo,Niger-Congo,Benue-Congo,Bantoid,hoo,FALSE,FALSE
hop,Hopi,,36,-110,hopi1249,hop,Uto-Aztecan,,Hopi,hop,FALSE,FALSE
hpd,Hup,,0.166666667,-69.25,hupd1244,jup,Nadahup,,Nadahup,jup,FALSE,FALSE
hre,Hre,,14.66666667,108.6666667,hree1244,hre,Austro-Asiatic,Mon-Khmer,Bahnaric,hre,FALSE,FALSE
hrr,Harari,,9.25,42.16666667,hara1271,har,Afro-Asiatic,,Semitic,har,FALSE,FALSE
hrs,Harsusi,,20,56.5,hars1241,hss,Afro-Asiatic,,Semitic,hss,FALSE,FALSE
hsl,Haisla,,54,-128.75,hais1244,has,Wakashan,,Northern Wakashan,has,FALSE,FALSE
htc,Huastec,,22.08333333,-99.33333333,huas1242,hus,Mayan,,Mayan,hus,FALSE,FALSE
hua,Hua,,-6.333333333,145.3333333,yaga1260,ygr,Trans-New Guinea,,Eastern Highlands,ygr,FALSE,FALSE
huc,=|Hoan,,-25.5,25,huaa1248,huc,Kxa,,=|Hoan,huc,FALSE,FALSE
hui,Huichol,,22,-104,huic1243,hch,Uto-Aztecan,,Corachol,hch,FALSE,FALSE
hum,Huitoto (Murui),,-1,-73.5,muru1274,huu,Huitotoan,,Huitoto,huu,FALSE,FALSE
hun,Hungarian,,47,20,hung1274,hun,Uralic,Finno-Ugric,Ugric,hun,FALSE,TRUE
hup,Hupa,,41.08333333,-123.6666667,hupa1239,hup,Na-Dene,,Athapaskan,hup,FALSE,FALSE
hve,Huave (San Mateo del Mar),,16.21666667,-95,sanm1287,huv,Huavean,,Huavean,huv,FALSE,FALSE
hwc,Hawaiian Creole,,21.5,-158,hawa1247,hwc,other,,Creoles and Pidgins,hwc,FALSE,FALSE
hwr,Hawrami,,35.75,45.5,gura1251,hac,Indo-European,,Iranian,hac,FALSE,FALSE
hya,Haya,,-2,31.5,haya1250,hay,Niger-Congo,Benue-Congo,Bantoid,hay,FALSE,FALSE
hyo,Hyow,,22.08333333,92.41666667,asho1236,csh,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,csh,FALSE,FALSE
hzb,Hunzib,,42.16666667,46.25,hunz1247,huz,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,huz,FALSE,TRUE
iaa,Iaai,,-20.41666667,166.5833333,iaai1238,iai,Austronesian,Eastern Malayo-Polynesian,Oceanic,iai,FALSE,FALSE
iat,Iatmul,,-4.25,143.25,iatm1242,ian,Sepik,,Ndu,ian,FALSE,FALSE
iau,Iau,,-3.166666667,137.5,iauu1242,tmu,Lakes Plain,,Lakes Plain,tmu,FALSE,FALSE
iba,Iban,,2,112,iban1264,iba,Austronesian,,Malayo-Sumbawan,iba,FALSE,FALSE
ibi,Ibibio,,5.25,7.833333333,ibib1240,ibb,Niger-Congo,Benue-Congo,Cross River,ibb,FALSE,FALSE
ibn,Ibanag,,17.5,121.6666667,iban1267,ibg,Austronesian,,Northern Luzon,ibg,FALSE,FALSE
